Quality_Score,Species,Owner,Country of Origin,Company,Altitude,Region,Producer,Number of Bags,In-Country Partner,Harvest Year,Grading Date,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Color,Category Two Defects,Certification Body,date_diff
84.17,Arabica,Cafebras,Brazil,Cafebras Comercio de Cafés do Brasil SA,1150,CERRADO,MAURO GALHERI,305,Brazil Specialty Coffee Association,2015-01-01 00:00:00,2015-04-24,Catuai,Completed,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,7.75,Sample  84.17,0%,0 full defects,None,16 full defects,Brazil Specialty Coffee Association,365
84.17,Arabica,"CECA, S.A.",Costa Rica,"CECA,S.A.",1850,TARRAZU,Martin Gutierrez,320,Specialty Coffee Ass,2014-01-01 00:00:00,2015-04-10,Caturra,Completed,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,Sample  84.17,0%,0 full defects,Blue-Green,0 full defects,Specialty Coffee Association of Costa Rica,365
84.17,Arabica,Asefa Dukamo Keroma,Ethiopia,Asefa Dukamo Coffee Plantetion,1545-1668 MASL,SNNPRG; KAFA; TELO WOREDA; SHADA KEBELE,Tariku Oljira,320,METAD Agricultural Development plc,2014-01-01 00:00:00,2015-03-26,Gesha,Completed,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,Sample  84.17,10%,0 full defects,Green,5 full defects,METAD Agricultural Development plc,365
84.17,Arabica,Selian Coffee Estate,Tanzania,Selian Coffee Estate,1400,Arusha,Selian Coffee Estate,10,Africa Fine Coffee Association,2014-01-01 00:00:00,2014-12-12,Other,Completed,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,Sample  84.17,13%,0 full defects,Green,0 full defects,Africa Fine Coffee Association,365
84.17,Arabica,Olam Agro Colombia,Colombia,Olam international Ltd,1530,Huila,N/A,250,Almacafé,2014-01-01 00:00:00,2014-10-15,Other,Completed,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,Sample  84.17,12%,0 full defects,Green,4 full defects,Almacafé,365
84.17,Arabica,Chris Finch,Guatemala,Volcafe Specialty Coffee,N/A,Unknown,N/A,275,Specialty Coffee Association,2013-01-01 00:00:00,2014-07-16,Other,Completed,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,Sample  84.17,11%,0 full defects,Bluish-Green,0 full defects,Specialty Coffee Association,365
84.17,Arabica,ITOCHU Corporation,Kenya,Taylor Winch (Coffee) Ltd.,approx. 1'500 metres a.s.l.,Kenya,N/A,300,Kenya Coffee Traders Association,2013-01-01 00:00:00,2013-11-07,SL28,Completed,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,Sample  84.17,8%,0 full defects,Green,0 full defects,Kenya Coffee Traders Association,365
84.17,Arabica,Owen Carver,Brazil,Café do Paraíso,894m - 1183m,"Minas Gerais, BR",Café do Paraíso,1,Specialty Coffee Association,2012-01-01 00:00:00,2013-05-20,Mundo Novo,Completed,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,Sample  84.17,11%,0 full defects,Green,3 full defects,Specialty Coffee Association,365
84.17,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,"AGRICOLA MONTE VERDE, S.A.",250,Asociacion Nacional Del Café,2013-01-01 00:00:00,2013-05-09,Bourbon,Completed,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,Sample  84.17,11%,0 full defects,Green,4 full defects,Asociacion Nacional Del Café,365
84.17,Arabica,Atlantic Specialty Coffee,El Salvador,Atlantic Specialty Coffee,1500 meters,Apaneca Llamantepec,Aida Batlle,275,Specialty Coffee Association,2013-01-01 00:00:00,2013-03-18,Bourbon,Completed,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,Sample  84.17,11%,0 full defects,Bluish-Green,2 full defects,Specialty Coffee Association,365
84.17,Arabica,Exportadora de Cafe Condor S.A,Colombia,Exportadora de Cafe Condor S.A,1750 msnm,huila,N/A,250,Almacafé,2012-01-01 00:00:00,2012-10-19,Caturra,Completed,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,Sample  84.17,0%,0 full defects,Green,2 full defects,Almacafé,365
84.17,Arabica,Juan Luis Alvarado Romero,Guatemala,UNICAFE,N/A,GUATEMALA,WILLIAM ESTUARDO MARTINEZ PACHECO,275,Asociacion Nacional Del Café,2012-01-01 00:00:00,2012-03-26,Catuai,Completed,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,Sample  84.17,11%,0 full defects,Bluish-Green,2 full defects,Asociacion Nacional Del Café,365
84.17,Arabica,AFCA,Uganda,Great Lakes Coffee,1500-1700m,Mt. Rwenzori,N/A,320,Africa Fine Coffee Association,2012-01-01 00:00:00,2012-02-13,Other,Completed,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,Sample  84.17,11%,0 full defects,Green,1 full defects,Africa Fine Coffee Association,365
84.13,Arabica,PT.ROYAL PACIFIC INDAH INTERNATIONAL,Indonesia,PT. ROYAL PACIFIC INDAH INTERNATIONAL,N/A,ACEH TENGAH,ANTON GAYO,2,Specialty Coffee Association of Indonesia,2017-01-01 00:00:00,2017-05-24,Mandheling,Completed,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,Sample  84.13,12%,0 full defects,Bluish-Green,0 full defects,Specialty Coffee Association of Indonesia,365
84.08,Arabica,CARCAFE LTDA CI,Colombia,CARCAFE LTDA CI,442,HUILA,FRANKLIN DUSSAN / HIPOLITO TORRES,275,Almacafé,2017-01-01 00:00:00,2017-11-09,Caturra,Completed,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,Sample  84.08,0%,1 full defects,Green,3 full defects,Almacafé,365
84.08,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,Taiwan Coffee Laboratory,968,"Nanxi Dist., Tainan City 臺南市楠西區",CHANG YU LIANG 張玉良,10,Specialty Coffee Association,2016-01-01 00:00:00,2016-05-18,Typica,Completed,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,Sample  84.08,10%,0 full defects,Bluish-Green,4 full defects,Specialty Coffee Association,365
84.08,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",N/A,ORIENTE,MARGARITA AVILA DE NUYENS,50,Asociacion Nacional Del Café,2016-01-01 00:00:00,2016-04-27,Bourbon,Completed,Washed / Wet,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,Sample  84.08,10%,0 full defects,Green,4 full defects,Asociacion Nacional Del Café,365
84.08,Arabica,Racafe & Cia S.C.A,Colombia,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,200,Almacafé,2014-01-01 00:00:00,2014-11-05,Caturra,Completed,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,Sample  84.08,0%,0 full defects,None,2 full defects,Almacafé,365
84.08,Arabica,LUSSO LAB,Guatemala,LUSSO COFFEE LAB,1550,"Aldea Xeucalvitz, Ixil Region, Quiche Department",Asociacion de Productores de Cafe de la Region Ixil,1,Specialty Coffee Association,2014-01-01 00:00:00,2014-06-16,Bourbon,Completed,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,Sample  84.08,10%,0 full defects,Bluish-Green,10 full defects,Specialty Coffee Association,365
84.08,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,N/A,KONA,N/A,14,Specialty Coffee Association,2012-01-01 00:00:00,2013-01-24,Hawaiian Kona,Completed,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,Sample  84.08,11%,1 full defects,Green,9 full defects,Specialty Coffee Association,365
84.08,Arabica,ANDRES MARTINEZ LEON,Mexico,N/A,1480,SANTO DOMINGO CACALOTEPEC,ANDRES MARTINEZ LEON,300,AMECAFE,2012-01-01 00:00:00,2012-09-04,Typica,Completed,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,Sample  84.08,11%,1 full defects,Green,10 full defects,AMECAFE,365
84.08,Arabica,Steven Kil,Ethiopia,The Specialty Coffee Appraisers Institute of Asia,1800m,"Ethiopia, Sidamo",N/A,100,Specialty Coffee Association,2012-01-01 00:00:00,2012-08-17,Other,Completed,Natural / Dry,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,7.92,Sample  84.08,9%,0 full defects,None,15 full defects,Specialty Coffee Association,365
84.0,Arabica,Amanda Powers,Costa Rica,Thrive Farmers,N/A,Unknown,N/A,275,Specialty Coffee Association,2017-01-01 00:00:00,2018-01-11,Other,Completed,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,Sample  84.00,8%,1 full defects,None,13 full defects,Specialty Coffee Association,365
84.0,Arabica,Kyagalanyi Coffee Ltd,Ethiopia,Kyagalanyi Coffee Limited,1800,SIDAMO,Kerchanshe Trading P.L.C,320,Uganda Coffee Development Authority,2017-01-01 00:00:00,2017-06-05,Gesha,Completed,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,Sample  84.00,11%,3 full defects,Green,1 full defects,Uganda Coffee Development Authority,365
84.0,Arabica,Bismarck Castro,Honduras,CIGRAH S.A DE C.V,1500,Comayagua,Nahun Maldonado,275,Instituto Hondureño del Café,2017-01-01 00:00:00,2017-05-11,Caturra,Completed,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,Sample  84.00,10%,0 full defects,Green,5 full defects,Instituto Hondureño del Café,365
84.0,Arabica,Juan Luis Alvarado Romero,Guatemala,"Exportcafe, S.A.",5440 - 5760 METROS,HUEHUETENANGO,OTONIEL VILLATORO LOPEZ,275,Asociacion Nacional Del Café,2015-01-01 00:00:00,2015-06-10,Caturra,Completed,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,Sample  84.00,12%,0 full defects,Green,7 full defects,Asociacion Nacional Del Café,365
84.0,Arabica,Olam Agro Colombia,Colombia,Olam international Ltd,1600,Huila,N/A,250,Almacafé,2014-01-01 00:00:00,2014-12-18,Other,Completed,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,Sample  84.00,11%,2 full defects,Green,7 full defects,Almacafé,365
84.0,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA), S.A",4000 PSNM,ORIENTE,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2014-01-01 00:00:00,2014-08-08,Bourbon,Completed,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,Sample  84.00,10%,0 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
84.0,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA), S.A",4000 PSNM,ORIENTE,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2014-01-01 00:00:00,2014-06-27,Bourbon,Completed,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,Sample  84.00,10%,0 full defects,Green,0 full defects,Asociacion Nacional Del Café,365
84.0,Arabica,Olam Agro Colombia,Colombia,Olam international Ltd,1480,Huila,N/A,250,Almacafé,2014-01-01 00:00:00,2014-05-27,Other,Completed,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,Sample  84.00,12%,0 full defects,Green,0 full defects,Almacafé,365
84.0,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,ecom cca sa,1450,santander,N/A,250,Almacafé,2014-01-01 00:00:00,2014-05-27,Caturra,Completed,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,Sample  84.00,12%,0 full defects,Green,0 full defects,Almacafé,365
84.0,Arabica,Racafe & Cia S.C.A,Colombia,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,138,Almacafé,2014-01-01 00:00:00,2014-04-08,Caturra,Completed,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,Sample  84.00,12%,0 full defects,Green,3 full defects,Almacafé,365
84.0,Arabica,LUSSO LAB,Ethiopia,LUSSO COFFEE LAB,1550 m,Sidamo,N/A,50,Specialty Coffee Association,2013-01-01 00:00:00,2014-01-17,Other,Completed,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,Sample  84.00,9%,4 full defects,Green,40 full defects,Specialty Coffee Association,365
84.0,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,1260,South Minas,Ipanema Coffees,320,Specialty Coffee Association,2013-01-01 00:00:00,2014-01-02,Yellow Bourbon,Completed,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,Sample  84.00,10%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
84.0,Arabica,Exportadora de Cafe Condor S.A,Colombia,Exportadora de Cafe Condor S.A,1700 msnm,Cauca,N/A,270,Almacafé,2013-01-01 00:00:00,2013-06-21,Caturra,Completed,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,Sample  84.00,11%,0 full defects,Green,1 full defects,Almacafé,365
84.0,Arabica,Ibero Kenya Limited,Kenya,Ibero Kenya Limited,Above 1200 M,Blend,Blend of various producers,300,Kenya Coffee Traders Association,2012-01-01 00:00:00,2013-03-08,SL34,Completed,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,Sample  84.00,0%,0 full defects,Green,2 full defects,Kenya Coffee Traders Association,365
84.0,Arabica,Doi Tung Development Project,Thailand,Mae Fah Luang Foundation,-,Thailand,Doi Tung Development Project,2,Specialty Coffee Association,2012-01-01 00:00:00,2012-06-21,Other,Completed,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,Sample  84.00,12%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
84.0,Arabica,Taylor Winch (Coffee) Ltd.,Kenya,Taylor Winch (Coffee) Ltd.,1650,Central Kenya,-,150,Kenya Coffee Traders Association,2012-01-01 00:00:00,2012-05-31,SL28,Completed,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,Sample  84.00,0%,0 full defects,Bluish-Green,0 full defects,Kenya Coffee Traders Association,365
84.0,Arabica,AFCA,Uganda,Bukonzo Joint CFS,1700m,Kasese,N/A,320,Africa Fine Coffee Association,2012-01-01 00:00:00,2012-02-13,Other,Completed,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,7.58,Sample  84.00,10%,10 full defects,Green,26 full defects,Africa Fine Coffee Association,365
84.0,Arabica,Doi Tung Development Project,Thailand,N/A,N/A,Unknown,N/A,1,Specialty Coffee Association,2011-01-01 00:00:00,2011-08-16,Other,Completed,Other,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,8.0,Sample  84.00,6%,0 full defects,None,0 full defects,Specialty Coffee Association,365
83.92,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,890,South of Minas Gerais,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017-01-01 00:00:00,2017-10-20,Bourbon,Completed,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,8.5,Sample  83.92,0%,0 full defects,Green,3 full defects,Brazil Specialty Coffee Association,365
83.92,Arabica,CAFES TOMARI SA DE CV,Mexico,CAFES TOMARI SA DE C.V.,1300,VERACRUZ,CAFES TOMARI SA DE CV,200,Centro Agroecológico del Café A.C.,2017-01-01 00:00:00,2017-07-03,Mundo Novo,Completed,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,7.83,Sample  83.92,11%,0 full defects,Green,5 full defects,Centro Agroecológico del Café A.C.,365
83.92,Arabica,Sarawut Premjit,Thailand,Intercof 1978 Group Company Limited,1350,Chiangrai,"Phatang, Saveg",45,Specialty Coffee Association,2015-01-01 00:00:00,2016-10-18,Catimor,Completed,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,7.83,Sample  83.92,10%,0 full defects,Bluish-Green,1 full defects,Specialty Coffee Association,365
83.92,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,934,South of Minas Gerais,Ipanema Agricola,320,Brazil Specialty Coffee Association,2016-01-01 00:00:00,2016-08-16,Bourbon,Completed,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,7.83,Sample  83.92,11%,0 full defects,Green,7 full defects,Brazil Specialty Coffee Association,365
83.92,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,Taiwan Coffee Laboratory,1200,"Leye, Alishan Township, Chiayi County 嘉義阿里山樂野村","FANG,ZHENG-LUN 方政倫",20,Specialty Coffee Association,2015-01-01 00:00:00,2016-05-18,Typica,Completed,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,7.83,Sample  83.92,11%,0 full defects,Green,3 full defects,Specialty Coffee Association,365
83.92,Arabica,CARCAFE LTDA CI,Colombia,CARCAFE LTDA CI,442,HUILA,FRANKLIN DUSSAN / HIPOLITO TORRES,250,Almacafé,2016-01-01 00:00:00,2016-02-11,Other,Completed,Other,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,7.67,Sample  83.92,11%,1 full defects,Green,2 full defects,Almacafé,365
83.92,Arabica,ALMACAFE,Colombia,Racafe & Cia S.C.A,N/A,La Plata,N/A,226,Almacafé,2016-01-01 00:00:00,2016-01-21,Other,Completed,Other,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,7.58,Sample  83.92,0%,1 full defects,None,5 full defects,Almacafé,365
83.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,none,台灣,YANG TENG KO楊登嵙,1,Blossom Valley International,2014-01-01 00:00:00,2015-11-07,Other,Completed,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,Sample  83.92,0%,0 full defects,Blue-Green,0 full defects,Blossom Valley International,365
83.92,Arabica,Federacion Nacional de Cafeteros,Colombia,Federacion Nacional de Cafeteros,N/A,Huila,N/A,275,Almacafé,2015-01-01 00:00:00,2015-08-18,Other,Completed,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,Sample  83.92,0%,0 full defects,None,0 full defects,Almacafé,365
83.92,Arabica,Federacion Nacional de Cafeteros,Colombia,Federacion Nacional de Cafeteros,N/A,Huila,N/A,275,Almacafé,2014-01-01 00:00:00,2015-03-12,Other,Completed,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,7.67,Sample  83.92,0%,1 full defects,None,1 full defects,Almacafé,365
83.92,Arabica,Racafe & Cia S.C.A,Colombia,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,275,Almacafé,2014-01-01 00:00:00,2014-12-12,Caturra,Completed,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,Sample  83.92,0%,0 full defects,Green,1 full defects,Almacafé,365
83.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,950公尺,台中和平區,張瑞宏,10,Blossom Valley International,2014-01-01 00:00:00,2014-11-23,Typica,Completed,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,Sample  83.92,6%,0 full defects,Green,0 full defects,Blossom Valley International,365
83.92,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,ecom cca sa,1550,Santander,N/A,250,Almacafé,2014-01-01 00:00:00,2014-01-17,Caturra,Completed,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,Sample  83.92,12%,0 full defects,Green,3 full defects,Almacafé,365
83.92,Arabica,OSCAR ORTEGA CARBALLO,Mexico,AGRO XICOTEPEC 2000,900,XICOTEPEC DE JUAREZ,OSCAR ORTEGA CARBALLO,48,AMECAFE,2012-01-01 00:00:00,2012-07-03,Typica,Completed,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.67,Sample  83.92,12%,10 full defects,Blue-Green,32 full defects,AMECAFE,365
83.92,Arabica,ALFREDO BOJALIL,Mexico,ECOMTRADING,1500,LA CONCORDIA,ARTURO LIEVANO MORENO,250,AMECAFE,2012-01-01 00:00:00,2012-06-06,Typica,Completed,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,7.83,Sample  83.92,11%,0 full defects,None,2 full defects,AMECAFE,365
83.92,Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,1400,LA YERBABUENA,coop,20,AMECAFE,2012-01-01 00:00:00,2012-04-02,Typica,Completed,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,Sample  83.92,0%,0 full defects,Green,2 full defects,AMECAFE,365
83.83,Arabica,CARCAFE LTDA CI,Colombia,CARCAFE LTDA CI,2527,Nariño,Jose Albeiro gomez,275,Almacafé,2017-01-01 00:00:00,2017-06-30,Caturra,Completed,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,Sample  83.83,0%,1 full defects,Green,6 full defects,Almacafé,365
83.83,Arabica,Racafe & Cia S.C.A,Colombia,Racafe & Cia S.C.A,N/A,Huila,La Plata,275,Almacafé,2016-01-01 00:00:00,2017-03-14,Caturra,Completed,Other,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.58,Sample  83.83,0%,1 full defects,Green,0 full defects,Almacafé,365
83.83,Arabica,"CECA, S.A.",Costa Rica,"CECA,S.A.",1850,Tarrazu,Martin Gutierrez,275,Specialty Coffee Association of Costa Rica,2015-01-01 00:00:00,2016-06-06,Caturra,Completed,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,Sample  83.83,0%,0 full defects,Blue-Green,0 full defects,Specialty Coffee Association of Costa Rica,365
83.83,Arabica,Juan Luis Alvarado Romero,Guatemala,"SIEMBRAS VISION, S.A.",1500,ANTIGUA,FINCA MEDINA,100,Asociacion Nacional Del Café,2016-01-01 00:00:00,2016-05-23,Bourbon,Completed,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,7.67,Sample  83.83,11%,0 full defects,Green,6 full defects,Asociacion Nacional Del Café,365
83.83,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,1200,台灣,鄭虞坪,167,Blossom Valley International,2016-01-01 00:00:00,2016-02-23,Other,Completed,Other,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.75,Sample  83.83,0%,0 full defects,None,0 full defects,Blossom Valley International,365
83.83,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320,Brazil Specialty Coffee Association,2015-01-01 00:00:00,2015-10-08,Yellow Bourbon,Completed,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,8.0,Sample  83.83,0%,0 full defects,Green,0 full defects,Brazil Specialty Coffee Association,365
83.83,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,Taiwan Coffee Laboratory,480-570M,"Dongshan Dist., Tainan City 臺南市東山區",ZENG JIAN NAN 曾建男,8,Specialty Coffee Association,2014-01-01 00:00:00,2015-04-30,Typica,Completed,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,7.83,Sample  83.83,0%,0 full defects,Green,1 full defects,Specialty Coffee Association,365
83.83,Arabica,yasmin Cofffee Plantation Plc,Ethiopia,Yasmin Coffee Plantation Plc,1650-1703,Oromia,Sumeya Yasin,320,METAD Agricultural Development plc,2014-01-01 00:00:00,2015-03-31,Other,Completed,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.75,Sample  83.83,12%,0 full defects,Green,4 full defects,METAD Agricultural Development plc,365
83.83,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,1200,South Minas Gerais,Ipanema Agrícola SA,300,Specialty Coffee Association,2014-01-01 00:00:00,2014-10-16,Bourbon,Completed,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,Sample  83.83,0%,0 full defects,Green,1 full defects,Specialty Coffee Association,365
83.83,Arabica,Eric Thormaehlen,Costa Rica,CORICAFE S.A.,1200-1400,CENTRAL VALLEY - WEST VALLEY,VARIOS,250,Specialty Coffee Association of Costa Rica,2013-01-01 00:00:00,2014-06-09,Catuai,Completed,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,Sample  83.83,10%,0 full defects,Green,3 full defects,Specialty Coffee Association of Costa Rica,365
83.83,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA), S.A",4000 PSNM,ORIENTE,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2014-01-01 00:00:00,2014-05-22,Bourbon,Completed,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,7.75,Sample  83.83,10%,0 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
83.83,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,1260,South Minas,Ipanema Coffees,320,Specialty Coffee Association,2013-01-01 00:00:00,2013-12-26,Yellow Bourbon,Completed,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,Sample  83.83,10%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
83.83,Arabica,Garet Alban,Ecuador,Sultana Del Cafe Inc.,800 meters above sea level,"Province of Manabi, Ecuador",N/A,1,Specialty Coffee Association,2013-01-01 00:00:00,2013-10-04,Other,Completed,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,7.67,Sample  83.83,9%,0 full defects,Bluish-Green,0 full defects,Specialty Coffee Association,365
83.83,Arabica,Exportadora de Cafe Condor S.A,Colombia,Exportadora de Cafe Condor S.A,1750 msnm,huila,N/A,250,Almacafé,2013-01-01 00:00:00,2013-09-03,Caturra,Completed,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,Sample  83.83,11%,0 full defects,Green,1 full defects,Almacafé,365
83.83,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,ROBERTO MONTERROSO,250,Asociacion Nacional Del Café,2013-01-01 00:00:00,2013-04-26,Bourbon,Completed,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,Sample  83.83,11%,0 full defects,Green,3 full defects,Asociacion Nacional Del Café,365
